timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619430997690,962,Kodilla.pl main page-1,301,Moved Permanently,Kodilla users 1-5,text,true,,1393,117,3,3,https://kodilla.com:443/,951,0,0
1619430998652,584,Kodilla.pl main page-2,200,OK,Kodilla users 1-5,text,true,,94174,115,3,3,https://kodilla.com/pl,581,0,0
1619430997874,1466,Kodilla.pl main page,200,OK,Kodilla users 1-15,text,true,,95920,349,2,2,https://kodilla.com/pl,54,0,0
1619430997874,54,Kodilla.pl main page-0,301,Moved Permanently,Kodilla users 1-15,text,true,,331,117,2,2,http://www.kodilla.com/,54,0,0
1619430997928,850,Kodilla.pl main page-1,301,Moved Permanently,Kodilla users 1-15,text,true,,1391,117,2,2,https://kodilla.com:443/,842,0,0
1619430998778,562,Kodilla.pl main page-2,200,OK,Kodilla users 1-15,text,true,,94198,115,2,2,https://kodilla.com/pl,561,0,0
1619430998909,566,Kodilla.pl main page,200,OK,Kodilla users 1-20,text,true,,95911,349,1,1,https://kodilla.com/pl,60,0,0
1619430998909,60,Kodilla.pl main page-0,301,Moved Permanently,Kodilla users 1-20,text,true,,331,117,1,1,http://www.kodilla.com/,60,0,0
1619430998969,370,Kodilla.pl main page-1,301,Moved Permanently,Kodilla users 1-20,text,true,,1391,117,1,1,https://kodilla.com:443/,370,0,0
1619430999339,136,Kodilla.pl main page-2,200,OK,Kodilla users 1-20,text,true,,94189,115,1,1,https://kodilla.com/pl,131,0,0
